Num,1. Accelerator Pedal Position (APP) Indicated Angle (%),2. Air Flow Calculated (g/s),3. Barometric Pressure (BARO) (kPa),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (degree C),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (degree C),6. Catalytic Converter Protection Active,7. Cmmd. A/F Equivalence Ratio (: 1),8. Deceleration Fuel Cutoff,9. Engine Coolant Temperature (ECT) Sensor (degree C),10. Engine Load (%),11. Engine Run Time,12. Engine Speed (rpm),13. Evaporative Emission (EVAP) Purge Solenoid Command (%),14. Fuel Alcohol Content (%),15. Fuel Composition Learn,16. Fuel Tank Level Remaining (%),17. Fuel Trim Cell (   ),18. Fuel Trim Learn,19. Fuel Trim System Test State,20. Fuel Volatility,21. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),22. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),23. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),24. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),25. Hot Open Loop,26. Ignition 1 Signal (V),27. Injector PWM Bank 1 (ms),28. Injector PWM Bank 2 (ms),29. Intake Air Temperature (IAT) Sensor (degree C),30. Intake Manifold Pressure (kPa),31. Long Term Fuel Trim (FT) Bank 1 (%),32. Long Term Fuel Trim (FT) Bank 2 (%),33. Loop Status,34. LT Fuel Trim (FT) Test Average Bank 1 (   ),35. LT Fuel Trim (FT) Test Average Bank 1 w/o Purge (   ),36. LT Fuel Trim (FT) Test Average Bank 2 (   ),37. LT Fuel Trim (FT) Test Average Bank 2 w/o Purge (   ),38. Malfunction Indicator Lamp (MIL) Requested By DTC,39. Manifold Absolute Pressure (MAP) Performance Test 1,40. Manifold Absolute Pressure (MAP) Performance Test 2,41. Manifold Absolute Pressure (MAP) Sensor (kPa),42. Mass Air Flow (MAF) Performance Test,43. Mass Air Flow (MAF) Sensor (g/s),44. Power Enrichment,45. Short Term Fuel Trim (FT) Bank 1 (%),46. Short Term Fuel Trim (FT) Bank 2 (%),47. Spark (deg),48. ST Fuel Trim (FT) Test Average Bank 1 (   ),49. ST Fuel Trim (FT) Test Average Bank 2 (   ),50. Throttle Position (TP) Indicated Angle (%),51. Throttle Position (TP) Performance Test,52. Vehicle Speed Sensor (km/h)
415,20.266,50.633,100,722,722,No,1,Inactive,96,68.627,00:09:06,1721.250,92.941,22.853,Active,98.931,1,Enabled,Disabled,Low,798.611,729.167,763.889,720.486,Inactive,13.845,7.317,6.821,6,25,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,76,OK,49.620,Inactive,0,1.562,22.500,0,0,36.105,OK,44
416,20.402,50.305,100,722,722,No,1,Inactive,96,69.412,00:09:06,1715.750,87.059,22.853,Active,98.931,1,Enabled,Disabled,Low,625,703.125,789.931,720.486,Inactive,13.770,7.272,7.257,6,25,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,75,OK,49.400,Inactive,-0.781,1.562,22.500,0,0,36.105,OK,46
417,20.402,50.148,100,722,722,No,1,Inactive,96,70.196,00:09:07,1710,86.667,22.853,Active,98.931,1,Enabled,Disabled,Low,143.229,707.465,112.847,720.486,Inactive,13.770,7.392,7.362,6,25,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,75,OK,49.730,Inactive,-0.781,1.562,22.500,0,0,36.105,OK,46
418,19.172,50.602,100,722,722,No,1,Inactive,96,68.627,00:09:07,1729.250,87.059,22.853,Active,98.931,1,Enabled,Disabled,Low,781.250,707.465,759.549,720.486,Inactive,13.770,7.317,7.227,6,26,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,74,OK,49.620,Inactive,0,1.562,23,0,0,35.969,OK,47
419,18.859,49.562,100,722,722,No,1,Inactive,96,67.451,00:09:08,1714.500,83.529,22.853,Active,98.931,1,Enabled,Disabled,Low,794.271,711.806,781.250,720.486,Inactive,13.770,7.076,7.001,6,28,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,47.820,Inactive,0,1.562,24,0,0,35.539,OK,48
420,18.859,49.266,100,722,722,No,1,Inactive,96,67.451,00:09:08,1711,82.353,22.853,Active,98.931,1,Enabled,Disabled,Low,234.375,720.486,186.632,720.486,Inactive,13.770,6.701,7.121,6,28,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,73,OK,47.720,Inactive,-5.469,-3.906,23.500,0,0,35.539,OK,49
421,18.527,49.430,100,722,722,No,1,Inactive,96,66.667,00:09:08,1726.750,82.353,22.853,Active,98.931,1,Enabled,Disabled,Low,781.250,707.465,768.229,724.826,Inactive,13.770,6.851,6.821,6,28,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,72,OK,45.830,Inactive,0,1.562,24.500,0,0,34.973,OK,49
422,17.844,47.992,100,722,722,No,1,Inactive,96,65.098,00:09:09,1704.500,78.431,22.853,Active,98.931,1,Enabled,Disabled,Low,716.146,707.465,785.590,720.486,Inactive,13.696,6.866,6.851,6,29,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,70,OK,46.420,Inactive,0,1.562,24.500,0,0,34.973,OK,50
423,17.805,47.492,100,722,722,No,1,Inactive,96,64.314,00:09:09,1704.750,77.255,22.853,Active,98.931,1,Enabled,Disabled,Low,412.326,724.826,781.250,724.826,Inactive,13.720,6.310,6.295,6,31,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,69,OK,45.240,Inactive,-6.250,-3.906,25.500,0,0,34.836,OK,50
424,17.805,47.172,100,722,722,No,1,Inactive,96,63.922,00:09:10,1705.500,75.294,22.853,Active,98.931,1,Enabled,Disabled,Low,798.611,707.465,776.910,729.167,Inactive,13.770,6.716,6.701,6,31,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,69,OK,44.750,Inactive,0,1.562,25.500,0,0,34.699,OK,51
425,17.473,46.977,100,722,722,No,1,Inactive,96,63.529,00:09:10,1704.750,75.294,22.853,Active,98.931,1,Enabled,Disabled,Low,789.931,716.146,486.111,729.167,Inactive,13.770,6.701,6.220,6,31,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,69,OK,45.830,Inactive,0,-3.906,25.500,0,0,34.699,OK,51
426,15.461,43.844,100,722,722,No,1,Inactive,96,57.647,00:09:10,1687.500,70.588,22.853,Active,98.931,1,Enabled,Disabled,Low,164.931,720.486,789.931,729.167,Inactive,13.770,5.754,6.010,6,35,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,65,OK,39.920,Inactive,-5.469,0.781,26.500,0,0,33.137,OK,52
427,14.797,39.914,100,721,721,No,1,Inactive,96,55.294,00:09:11,1642.750,64.314,22.853,Active,98.931,1,Enabled,Disabled,Low,781.250,729.167,160.590,733.507,Inactive,13.770,5.739,5.679,6,38,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,62,OK,37.430,Inactive,0,0.781,27.500,0,0,32.707,OK,52
428,14.113,38.211,100,721,721,No,1,Inactive,96,54.118,00:09:11,1626.500,61.961,22.853,Active,98.931,1,Enabled,Disabled,Low,308.160,720.486,781.250,733.507,Inactive,13.770,5.529,5.138,6,40,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,60,OK,36.120,Inactive,0,0.781,28,0,0,32.277,OK,52
429,13.762,35.500,100,721,721,No,1,Inactive,96,52.549,00:09:12,1596.750,58.824,22.853,Active,98.931,1,Enabled,Disabled,Low,781.250,711.806,776.910,729.167,Inactive,13.795,5.364,5.319,6,42,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,34.400,Inactive,0,1.562,28.500,0,0,31.574,OK,53
430,12.746,32.766,100,721,721,No,1,Inactive,96,54.510,00:09:12,1459.500,57.647,22.853,Active,98.931,1,Enabled,Disabled,Low,781.250,720.486,755.208,733.507,Inactive,13.770,5.514,5.138,6,41,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,59,OK,31.950,Inactive,0.781,-3.906,27,0,0,30.871,OK,54
431,7.980,27.883,100,721,721,No,1,Inactive,96,46.667,00:09:12,1368.750,52.157,22.853,Active,98.931,0,Enabled,Disabled,Low,698.785,716.146,151.910,733.507,Inactive,13.795,3.936,4.087,6,46,-17.188,-17.969,Closed,0,0.922,0,0.906,Yes,OK,OK,55,OK,25.300,Inactive,-5.469,0,29,0,0,28.156,OK,54
432,6.281,20.500,100,720,720,No,1,Inactive,96,38.431,00:09:13,1223.250,47.843,22.853,Active,98.931,0,Enabled,Disabled,Low,47.743,720.486,60.764,733.507,Inactive,13.795,3.486,3.486,5,54,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,OK,OK,47,OK,19.340,Inactive,0.781,2.344,32.500,0,0,26.184,OK,54
433,0.500,15.859,100,720,720,No,1,Inactive,96,26.275,00:09:13,1159.750,26.275,22.853,Active,98.931,7,Enabled,Disabled,Low,295.139,733.507,772.569,733.507,Inactive,13.770,2.689,2.764,5,60,-23.438,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,41,OK,12.470,Inactive,5.469,7.031,37.500,0,0,22.355,OK,54
434,0.500,22.383,100,719,719,No,1,Inactive,96,69.804,00:09:14,1090.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,56.424,690.104,169.271,733.507,Inactive,13.696,4.522,4.132,5,45,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,55,OK,16.850,Inactive,2.344,-2.344,24,0,0,20.500,OK,54
435,2.395,10.328,100,719,719,No,1,Inactive,96,27.059,00:09:14,1017.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,43.403,694.444,47.743,737.847,Inactive,13.720,4.763,4.327,5,44,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,56,OK,11.310,Inactive,3.125,3.125,17.500,0,0,21.926,OK,53
436,2.395,10.820,100,719,719,No,1,Inactive,96,27.451,00:09:14,1031,0,22.853,Active,98.931,15,Disabled,Disabled,Low,43.403,694.444,43.403,733.507,Inactive,13.720,5.213,4.703,5,43,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,59,OK,11.480,Inactive,7.812,7.812,19,0,0,21.926,OK,53
437,2.395,11.039,100,719,719,No,1,Inactive,96,26.667,00:09:15,1029.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,60.764,690.104,56.424,733.507,Inactive,13.720,5.514,4.943,5,41,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,59,OK,11.330,Inactive,9.375,10.156,20,0,0,22.062,OK,53
438,2.219,11.016,100,719,719,No,1,Inactive,96,27.059,00:09:15,1024.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,182.292,672.743,451.389,733.507,Inactive,13.720,5.664,5.033,5,41,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,59,OK,11.080,Inactive,10.156,10.156,19.500,0,0,21.926,OK,53
439,1.203,10.766,100,718,718,No,1,Inactive,96,25.882,00:09:16,1024.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,759.549,677.083,664.062,729.167,Inactive,13.746,5.454,4.402,6,42,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,10.810,Inactive,10.156,2.344,20,0,0,21.633,OK,53
440,0.500,9.953,100,718,718,No,1,Inactive,96,21.569,00:09:16,994.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,43.403,681.424,56.424,729.167,Inactive,13.770,4.838,4.327,6,44,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,57,OK,9.360,Inactive,6.250,7.031,21.500,0,0,20.500,OK,52
441,0.500,9.453,100,718,718,No,1,Inactive,96,23.137,00:09:16,987.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,47.743,677.083,47.743,724.826,Inactive,13.770,4.672,4.207,6,47,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,9.130,Inactive,7.031,8.594,16.500,0,0,20.500,OK,52
442,0.500,9.016,100,717,717,No,1,Inactive,96,21.961,00:09:17,982.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,60.764,677.083,60.764,720.486,Inactive,13.770,4.718,4.252,6,48,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,53,OK,8.660,Inactive,10.156,12.500,12,0,0,19.934,OK,52
443,0.500,8.008,100,717,717,No,1,Inactive,96,18.824,00:09:17,953.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,138.889,681.424,776.910,724.826,Inactive,13.770,4.267,3.846,6,52,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,49,OK,7.290,Inactive,12.500,14.062,12,0,0,18.801,OK,51
444,0.500,7.344,100,716,716,No,1,Inactive,95,17.647,00:09:18,944.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,802.951,659.722,160.590,724.826,Inactive,13.795,3.906,3.335,6,55,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,46,OK,6.420,Inactive,12.500,9.375,13,0,0,17.941,OK,51
445,0.500,6.641,100,716,716,No,1,Inactive,95,13.725,00:09:18,936.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,789.931,672.743,82.465,724.826,Inactive,13.746,3.230,3.035,6,59,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,5.930,Inactive,3.906,10.156,16,0,0,17.102,OK,51
446,0.500,6.094,100,716,716,No,1,Inactive,95,14.118,00:09:18,925.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,169.271,681.424,798.611,724.826,Inactive,13.670,3.095,2.809,6,61,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,39,OK,5.240,Inactive,7.812,10.156,19,0,0,16.242,OK,51
447,0.500,5.695,100,715,715,No,1,Inactive,96,13.725,00:09:19,921.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,785.590,677.083,802.951,729.167,Inactive,13.720,2.840,2.434,6,64,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,OK,OK,36,OK,5.160,Inactive,7.812,4.688,23.500,0,0,15.812,OK,51
448,0.500,5.461,100,715,715,No,1,Inactive,96,13.333,00:09:19,913.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,837.674,664.062,742.188,724.826,Inactive,13.646,2.584,2.239,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.090,Inactive,3.125,1.562,24.500,0,0,15.676,OK,51
449,0.500,5.508,100,715,715,No,1,Inactive,95,14.118,00:09:20,916.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,807.292,668.403,91.146,724.826,Inactive,13.720,2.554,2.434,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.150,Inactive,1.562,8.594,24.500,0,0,15.676,OK,50
450,0.500,5.211,100,715,715,No,1,Inactive,95,13.725,00:09:20,884.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,568.576,672.743,789.931,724.826,Inactive,13.720,2.479,2.539,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.210,Inactive,-2.344,10.156,24.500,0,0,15.676,OK,49
451,0.500,5.102,100,714,714,No,1,Inactive,95,14.118,00:09:21,870.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,794.271,677.083,846.354,724.826,Inactive,13.770,2.779,2.449,6,66,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.240,Inactive,5.469,4.688,23.500,0,0,15.676,OK,48
452,0.500,5.008,100,714,714,No,1,Inactive,95,14.902,00:09:21,851.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,859.375,659.722,842.014,724.826,Inactive,13.746,2.659,2.449,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.100,Inactive,0.781,3.906,22.500,0,0,15.676,OK,47
453,0.500,4.945,100,713,713,No,1,Inactive,96,15.294,00:09:22,843.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,859.375,672.743,842.014,724.826,Inactive,13.746,2.689,2.389,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,4.890,Inactive,0,0,22,0,0,15.676,OK,46
454,0.500,4.883,100,713,713,No,1,Inactive,96,14.510,00:09:22,820,0,22.853,Active,98.931,15,Disabled,Disabled,Low,855.035,664.062,828.993,720.486,Inactive,13.770,2.584,2.359,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.050,Inactive,-3.125,-1.562,21.500,0,0,15.539,OK,45
455,0.500,4.875,100,713,713,No,1,Inactive,96,14.510,00:09:22,820.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,837.674,668.403,781.250,720.486,Inactive,13.746,2.524,2.314,6,65,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.030,Inactive,-5.469,-3.125,20.500,0,0,15.539,OK,45
456,0.500,4.852,100,712,712,No,1,Inactive,96,14.902,00:09:23,810.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,776.910,651.042,776.910,724.826,Inactive,13.746,2.554,2.344,6,64,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.070,Inactive,-7.812,-3.906,20,0,0,15.539,OK,45
457,0.500,4.898,100,712,712,No,1,Inactive,96,15.294,00:09:23,798.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,629.340,664.062,651.042,720.486,Inactive,13.770,2.554,2.329,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.110,Inactive,-8.594,-5.469,19.500,0,0,15.539,OK,45
458,0.500,4.977,100,711,711,No,1,Inactive,96,14.902,00:09:24,818.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,134.549,668.403,546.875,720.486,Inactive,13.770,2.855,2.614,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.070,Inactive,0.781,3.125,20,0,0,15.539,OK,45
459,0.500,4.961,100,711,711,No,1,Inactive,96,14.902,00:09:24,813.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,828.993,668.403,828.993,724.826,Inactive,13.820,2.825,2.419,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,4.840,Inactive,0.781,-1.562,20,0,0,15.539,OK,45
460,0.500,4.953,100,710,710,No,1,Inactive,96,14.902,00:09:25,814,0,22.853,Active,98.931,15,Disabled,Disabled,Low,842.014,668.403,785.590,720.486,Inactive,13.845,2.809,2.389,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.090,Inactive,0.781,-2.344,20,0,0,15.539,OK,45
461,0.500,4.930,100,710,710,No,1,Inactive,96,15.686,00:09:25,824.250,0,22.853,Active,98.931,15,Disabled,Disabled,Low,824.653,664.062,737.847,720.486,Inactive,13.795,2.614,2.254,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,4.930,Inactive,-3.906,-5.469,20,0,0,15.539,OK,45
462,0.500,4.875,100,710,710,No,1,Inactive,96,14.510,00:09:25,809.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,768.229,651.042,69.444,716.146,Inactive,13.795,2.569,2.494,6,64,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.020,Inactive,-5.469,0.781,20.500,0,0,15.539,OK,45
463,0.500,4.898,100,709,709,No,1,Inactive,96,15.686,00:09:26,823.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,642.361,642.361,707.465,720.486,Inactive,13.770,2.464,2.509,6,64,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.210,Inactive,-8.594,1.562,20,0,0,15.539,OK,45
464,0.500,4.930,100,709,709,No,1,Inactive,96,14.510,00:09:26,820,0,22.853,Active,98.931,15,Disabled,Disabled,Low,73.785,642.361,811.632,720.486,Inactive,13.795,2.719,2.374,6,64,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,4.990,Inactive,-1.562,-3.125,20.500,0,0,15.539,OK,45
465,0.500,4.867,100,708,708,No,1,Inactive,96,14.902,00:09:27,816.750,0,22.853,Active,98.931,15,Disabled,Disabled,Low,798.611,642.361,798.611,720.486,Inactive,13.746,2.749,2.344,6,64,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.090,Inactive,-0.781,-3.906,20,0,0,15.539,OK,45
466,0.500,4.930,100,708,708,No,1,Inactive,96,15.294,00:09:27,807.500,0,22.853,Active,98.931,15,Disabled,Disabled,Low,824.653,633.681,533.854,716.146,Inactive,13.746,2.764,2.239,6,63,-21.094,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.030,Inactive,5.469,11.719,20,0,0,15.539,OK,45
467,0.500,5.039,100,708,708,No,1,Inactive,96,14.902,00:09:27,829.500,10.196,2.069,Active,98.931,7,Enabled,Disabled,Low,811.632,638.021,73.785,716.146,Inactive,13.770,2.629,2.569,6,63,-23.438,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.030,Inactive,5.469,11.719,20,0,0,15.539,OK,45
468,0.500,4.930,100,707,707,No,1,Inactive,96,14.902,00:09:28,817,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,681.424,638.021,820.312,720.486,Inactive,13.746,2.599,2.599,6,63,-23.438,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.110,Inactive,4.688,12.500,21,0,0,15.539,OK,46
469,0.500,4.961,100,707,707,No,1,Inactive,96,14.510,00:09:28,830.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,169.271,646.701,828.993,716.146,Inactive,13.746,2.689,2.449,6,64,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.160,Inactive,8.594,7.812,21,0,0,15.539,OK,46
470,0.500,4.992,100,707,707,No,1,Inactive,96,14.902,00:09:29,844,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,733.507,642.361,815.972,716.146,Inactive,13.770,2.734,2.404,6,64,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.080,Inactive,9.375,7.031,21.500,0,0,15.539,OK,46
471,0.500,4.977,100,707,707,No,1,Inactive,96,14.510,00:09:29,853,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,828.993,638.021,755.208,716.146,Inactive,13.746,2.704,2.269,6,64,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.120,Inactive,9.375,3.125,22,0,0,15.539,OK,47
472,0.500,4.977,100,707,707,No,1,Inactive,96,14.510,00:09:29,852.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,833.333,638.021,434.028,716.146,Inactive,13.746,2.524,2.194,6,64,-22.656,-22.656,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,4.930,Inactive,4.688,0.781,22,0,0,15.539,OK,47
473,0.500,5.062,100,706,706,No,1,Inactive,96,14.118,00:09:30,858.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,737.847,625,82.465,720.486,Inactive,13.746,2.494,2.464,6,64,-22.656,-21.094,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.090,Inactive,3.906,10.156,22.500,0,0,15.539,OK,48
474,0.500,5.055,100,706,706,No,1,Inactive,96,14.118,00:09:30,857.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,82.465,633.681,781.250,716.146,Inactive,13.746,2.629,2.494,6,64,-22.656,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,4.980,Inactive,8.594,10.938,23,0,0,15.539,OK,47
475,0.500,4.984,100,705,705,No,1,Inactive,96,14.118,00:09:31,856.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,95.486,633.681,824.653,716.146,Inactive,13.746,2.689,2.374,6,65,-21.094,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.100,Inactive,9.375,6.250,22.500,0,0,15.539,OK,47
476,0.500,4.898,100,705,705,No,1,Inactive,96,14.118,00:09:31,842.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,824.653,633.681,807.292,711.806,Inactive,13.746,2.764,2.404,6,65,-21.094,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.120,Inactive,10.156,5.469,22,0,0,15.539,OK,47
477,0.500,4.914,100,705,705,No,1,Inactive,96,14.510,00:09:31,834.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,846.354,642.361,785.590,716.146,Inactive,13.770,2.779,2.314,6,64,-21.094,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.020,Inactive,10.156,1.562,21.500,0,0,15.539,OK,46
478,0.500,4.875,100,704,704,No,1,Inactive,96,14.118,00:09:32,832.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,846.354,633.681,355.903,716.146,Inactive,13.820,2.599,2.239,6,64,-21.094,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.070,Inactive,4.688,-0.781,22,0,0,15.539,OK,46
479,0.500,4.859,100,704,704,No,1,Inactive,96,14.902,00:09:32,828.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,820.312,633.681,394.965,716.146,Inactive,13.795,2.599,2.524,6,64,-21.094,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.150,Inactive,3.906,8.594,21,0,0,15.539,OK,45
480,0.500,4.867,100,703,703,No,1,Inactive,96,14.510,00:09:33,826.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,759.549,625,842.014,711.806,Inactive,13.845,2.509,2.584,6,64,-21.094,-19.531,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.010,Inactive,0,3.906,20.500,0,0,15.539,OK,45
481,0.500,4.867,100,703,703,No,1,Inactive,96,14.902,00:09:33,822.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,338.542,633.681,837.674,711.806,Inactive,13.845,2.434,2.434,6,64,-21.094,-19.531,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5,Inactive,-1.562,3.906,20.500,0,0,15.539,OK,45
482,0.500,4.852,100,703,703,No,1,Inactive,96,15.294,00:09:33,819.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,130.208,638.021,798.611,716.146,Inactive,13.746,2.779,2.419,6,64,-20.312,-19.531,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.030,Inactive,7.031,3.125,20.500,0,0,15.539,OK,45
483,0.500,4.859,100,702,702,No,1,Inactive,96,14.902,00:09:34,823.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,837.674,642.361,785.590,716.146,Inactive,13.770,2.779,2.299,6,64,-20.312,-19.531,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.210,Inactive,7.812,-0.781,21,0,0,15.539,OK,45
484,0.500,4.781,100,702,702,No,1,Inactive,96,14.118,00:09:34,807.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,842.014,642.361,121.528,711.806,Inactive,13.770,2.855,2.569,6,64,-20.312,-19.531,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.230,Inactive,7.812,6.250,20.500,0,0,15.539,OK,45
