Num,1. Accelerator Pedal Position (APP) Indicated Angle (Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status),2. Air Conditioning (A/C) Relay Command (Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status),3. Air Flow Calculated (Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (Cylinder 6 Injector Circuit Open Test Status),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (Cylinder 6 Injector Circuit Short Gnd Test Status),6. Camshaft Position (CMP) Sensor (Cylinder 6 Injector Circuit Short Volts Test Status),7. Cycles Of Misfire Data (Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status),8. Cylinder 1 Injector Circuit Open Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status),9. Cylinder 1 Injector Circuit Short Gnd Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status),10. Cylinder 1 Injector Circuit Short Volts Test Status (Cylinder 7 Injector Circuit Open Test Status),11. Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 7 Injector Circuit Short Gnd Test Status),12. Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 7 Injector Circuit Short Volts Test Status),13. Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status),14. Cylinder 2 Injector Circuit Open Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status),15. Cylinder 2 Injector Circuit Short Gnd Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status),16. Cylinder 2 Injector Circuit Short Volts Test Status (Cylinder 8 Injector Circuit Open Test Status),17. Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 8 Injector Circuit Short Gnd Test Status),18. Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 8 Injector Circuit Short Volts Test Status),19. Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status),20. Cylinder 3 Injector Circuit Open Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status),21. Cylinder 3 Injector Circuit Short Gnd Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status),22. Cylinder 3 Injector Circuit Short Volts Test Status (Cylinder Deactivation Performance Test),23. Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status (Engine Coolant Temperature (ECT) Sensor),24. Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status (Engine Load),25. Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status (Engine Oil Pressure Sensor),26. Cylinder 4 Injector Circuit Open Test Status (Engine Run Time),27. Cylinder 4 Injector Circuit Short Gnd Test Status (Engine Speed),28. Cylinder 4 Injector Circuit Short Volts Test Status (Fuel Tank Level Remaining),29. Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status (Ignition 1 Signal),30. Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status (Injector 1 Disabled Due To Misfire),31. Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status (Injector 2 Disabled Due To Misfire),32. Cylinder 5 Injector Circuit Open Test Status (Injector 3 Disabled Due To Misfire),33. Cylinder 5 Injector Circuit Short Gnd Test Status (Injector 4 Disabled Due To Misfire),34. Cylinder 5 Injector Circuit Short Volts Test Status (Injector 5 Disabled Due To Misfire)
737,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.039,320,00:05:22,503.500,98.931,14.094,No,No,No,No,No
738,No,No,No,2.178,2.073,13,No,35,5.690,0,2,0,0,0,0,18,2,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.469,291
739,291,526,30,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
740,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,19.216,324,00:05:23,486.750,98.931,14.168,No,No,No,No,No,No,No,No,2.269
741,2.163,13,No,36,5.940,0,2,0,0,0,0,22,2,0,16,0,2,0,1,873,4,Inactive,31,18.391,74,0,0.500,Off,5.492,291,291,519,32,OK
742,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
743,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,19.608,312,00:05:23,525,98.931,14.343,No,No,No,No,No,No,No,No,2.419,2.314,13,No,37
744,6.140,0,2,0,0,0,0,22,2,0,16,0,2,0,1,873,4,Inactive,31.500,17.980,74,0,0.500,Off,6.055,291,291,576,34,OK,OK,OK,OK,OK
745,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
746,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,332,00:05:23,591.250,98.931,14.194,No,No,No,No,No,No,No,No,2.194,2.103,13,No,36,5.820,0,2,0
747,0,0,0,26,2,0,16,0,2,0,1,873,4,Inactive,23.500,17.551,74,0,0.500,Off,5.516,291,291,528,35,OK,OK,OK,OK,OK,OK,OK,OK,OK
748,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
749,OK,OK,OK,OK,OK,OK,55,18.431,324,00:05:24,539.500,98.931,14.244,No,No,No,No,No,No,No,No,2.133,2.028,13,No,35,5.570,0,2,0,0,0,0,28
750,2,0,16,0,2,0,1,873,4,Inactive,30.500,17.395,74,0,0.500,Off,5.398,291,291,509,37,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
751,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
752,OK,OK,55,18.431,324,00:05:24,480.500,98.931,14.094,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,5.700,0,2,0,0,0,0,32,2,0,16,0
753,2,0,1,873,4,Inactive,30.500,17.395,74,0,0.500,Off,5.023,291,291,467,39,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
754,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,21.961
755,320,00:05:25,481.750,98.931,14.168,No,No,No,No,No,No,No,No,2.599,2.464,13,No,38,6.650,0,2,0,0,0,0,34,2,0,16,0,2,0,1,873
756,4,Inactive,32,18.547,74,0,0.500,Off,6,291,291,581,41,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
757,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,19.216,328,00:05:25,583.250,98.931
758,14.293,No,No,No,No,No,No,No,No,2.329,2.239,13,No,37,6.030,0,2,0,0,0,0,36,2,0,16,0,2,0,1,873,4,Inactive,28.500,17.688
759,74,0,0.500,Off,5.516,291,291,556,43,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
760,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,324,00:05:25,578.500,98.931,14.244,No,No,No
761,No,No,No,No,No,2.103,1.998,13,No,35,5.660,0,2,0,0,0,0,38,2,0,16,0,2,0,1,873,4,Inactive,26.500,17.395,74,0,0.500,Off
762,5.164,291,291,513,44,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
763,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,320,00:05:26,521.500,98.931,14.094,No,No,No,No,No,No,No
764,No,2.118,1.998,13,No,34,5.490,0,2,0,0,0,0,40,2,0,16,0,2,0,1,873,4,Inactive,30.500,17.395,74,0,0.500,Off,5.148,291,291,490
765,46,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
766,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,20.392,316,00:05:26,457.500,98.931,14.244,No,No,No,No,No,No,No,No,2.389,2.269,13
767,No,37,6.280,0,2,0,0,0,0,42,2,0,16,0,2,0,1,873,4,Inactive,31,18.117,74,0,0.500,Off,5.008,291,291,483,48,OK,OK,OK
768,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
769,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,21.961,320,00:05:27,485.750,98.931,14.144,No,No,No,No,No,No,No,No,2.749,2.569,13,No,40,6.800,0
770,2,0,0,0,0,44,2,0,16,0,2,0,1,873,4,Inactive,32.500,18.391,74,0,0.500,Off,6.711,291,291,602,49,OK,OK,OK,OK,OK,OK,OK
771,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
772,OK,OK,OK,OK,OK,OK,OK,OK,55,19.216,324,00:05:27,612.250,98.931,14.268,No,No,No,No,No,No,No,No,2.329,2.178,13,No,37,5.910,0,2,0,0,0
773,0,48,2,0,16,0,2,0,1,873,4,Inactive,20,17.688,74,0,0.500,Off,6.133,291,291,585,51,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
774,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
775,OK,OK,OK,OK,55,18.431,324,00:05:27,583,98.931,14.318,No,No,No,No,No,No,No,No,2.088,1.968,13,No,34,5.730,0,2,0,0,0,0,48,2,0
776,16,0,2,0,1,873,4,Inactive,20,17.551,74,0,0.500,Off,5.492,291,291,524,53,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
777,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
778,55,18.431,328,00:05:28,525.750,98.931,14.244,No,No,No,No,No,No,No,No,2.058,1.953,13,No,34,5.770,0,2,0,0,0,0,50,2,0,16,0,2,0
779,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,4.945,291,291,484,55,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
780,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,19.608,316,00:05:28
781,459.750,98.931,14.318,No,No,No,No,No,No,No,No,2.314,2.209,13,No,36,6.070,0,2,0,0,0,0,52,2,0,16,0,2,0,1,873,4,Inactive
782,31,17.980,74,0,0.500,Off,4.930,291,291,480,57,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
783,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,21.961,320,00:05:29,481.250,98.931,14.268,No
784,No,No,No,No,No,No,No,2.704,2.524,13,No,40,6.780,0,2,0,0,0,0,52,2,0,16,0,2,0,1,873,4,Inactive,32.500,18.391,74,0
785,0.500,Off,6.430,291,291,569,58,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
786,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,320,00:05:29,588.750,98.931,14.368,No,No,No,No,No
787,No,No,No,2.314,2.209,13,No,37,5.900,0,2,0,0,0,0,54,2,0,16,0,2,0,1,873,4,Inactive,26,17.395,74,0,0.500,Off,6.055,291
788,291,541,60,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
789,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.039,324,00:05:29,538.500,98.931,14.368,No,No,No,No,No,No,No,No,2.073
790,1.983,13,No,34,5.800,0,2,0,0,0,0,56,2,0,16,0,2,0,1,873,4,Inactive,28,17.551,74,0,0.500,Off,5.547,291,291,558,62,OK
791,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
792,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.824,320,00:05:30,560.750,98.931,14.393,No,No,No,No,No,No,No,No,2.118,2.013,13,No,34
793,5.810,0,2,0,0,0,0,58,2,0,16,0,2,0,1,873,4,Inactive,27.500,17.551,74,0,0.500,Off,5.273,291,291,527,64,OK,OK,OK,OK,OK
794,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
795,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,18.431,324,00:05:30,526,98.931,14.417,No,No,No,No,No,No,No,No,2.178,2.058,13,No,35,5.720,0,2,0
796,0,0,0,58,2,0,16,0,2,0,1,873,4,Inactive,30.500,17.551,74,0,0.500,Off,5.328,291,291,501,66,OK,OK,OK,OK,OK,OK,OK,OK,OK
797,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
798,OK,OK,OK,OK,OK,OK,55,20,320,00:05:31,501,98.931,14.368,No,No,No,No,No,No,No,No,2.449,2.284,13,No,37,6.230,0,2,0,0,0,0,60
799,2,0,16,0,2,0,1,873,4,Inactive,31.500,18.117,74,0,0.500,Off,5.781,291,291,527,67,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
800,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
801,OK,OK,55,18.431,316,00:05:31,541.500,98.931,14.268,No,No,No,No,No,No,No,No,2.239,2.118,13,No,36,5.540,0,2,0,0,0,0,60,2,0,16,0
802,2,0,1,873,4,Inactive,30.500,17.395,74,0,0.500,Off,5.711,291,291,538,69,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
803,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,55,17.647
804,324,00:05:31,522.500,98.931,14.194,No,No,No,No,No,No,No,No,2.133,2.028,13,No,35,5.740,0,2,0,0,0,0,62,2,0,16,0,2,0,1,873
805,4,Inactive,30.500,17.395,74,0,0.500,Off,5.641,291,291,571,71,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
806,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431,316,00:05:32,574,98.931
807,14.393,No,No,No,No,No,No,No,No,2.088,1.983,13,No,34,5.670,0,2,0,0,0,0,62,2,0,16,0,2,0,1,873,4,Inactive,25.500,17.551
808,74,0,0.500,Off,5.328,291,291,536,73,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
809,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.039,328,00:05:32,538.250,98.931,14.318,No,No,No
810,No,No,No,No,No,2.103,1.998,13,No,34,5.640,0,2,0,0,0,0,62,2,0,16,0,2,0,1,873,4,Inactive,30.500,17.395,74,0,0.500,Off
811,5,291,291,476,75,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
812,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,20,316,00:05:33,482.500,98.931,14.318,No,No,No,No,No,No,No
813,No,2.359,2.284,13,No,37,6.220,0,2,0,0,0,0,64,2,0,16,0,2,0,1,873,4,Inactive,31,17.980,74,0,0.500,Off,5.727,291,291,522
814,76,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
815,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,20.392,316,00:05:33,534,98.931,14.244,No,No,No,No,No,No,No,No,2.554,2.434,13
816,No,39,6.470,0,2,0,0,0,0,64,2,0,16,0,2,0,1,873,4,Inactive,32,18.254,74,0,0.500,Off,6.305,291,291,593,78,OK,OK,OK
817,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
818,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431,328,00:05:33,607.250,98.931,14.293,No,No,No,No,No,No,No,No,2.178,2.058,13,No,36,5.750,0
819,2,0,0,0,0,64,2,0,16,0,2,0,1,873,4,Inactive,21,17.395,74,0,0.500,Off,5.633,291,291,576,80,OK,OK,OK,OK,OK,OK,OK
820,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
821,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431,328,00:05:34,574.750,98.931,14.393,No,No,No,No,No,No,No,No,2.028,1.923,13,No,34,5.660,0,2,0,0,0
822,0,66,2,0,16,0,2,0,1,873,4,Inactive,24.500,17.395,74,0,9.172,Off,5.039,291,291,504,82,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
823,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
824,OK,OK,OK,OK,56,27.059,320,00:05:34,510,98.931,14.268,No,No,No,No,No,No,No,No,2.404,2.284,13,No,37,7.390,0,2,0,0,0,0,68,2,0
825,16,0,2,0,1,873,4,Inactive,30.500,18.957,74,0,15.305,Off,9.445,291,291,643,84,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
826,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
827,56,52.549,320,00:05:35,709.500,98.931,14.467,No,No,No,No,No,No,No,No,4.402,4.597,13,No,51,14.500,0,4,0,0,0,0,70,2,0,16,0,2,0
828,1,873,4,Inactive,28,23.938,74,0,0.500,Off,22.664,291,291,1440,87,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
829,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,19.216,360,00:05:35
830,1460.750,98.931,14.343,No,No,No,No,No,No,No,No,3.741,3.696,13,No,43,18.700,0,4,0,0,0,0,71,3,0,16,0,2,0,1,873,4,Inactive
831,37.500,27.492,74,0,0.500,Off,11.977,291,291,1504,92,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
832,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,10.980,376,00:05:35,1491,98.931,14.368,No
833,No,No,No,No,No,No,No,1.202,1.142,14,No,23,10.750,0,4,0,0,0,0,71,3,0,16,0,2,0,1,873,4,Inactive,53.500,21.516,74,0
834,0.500,Off,6.531,294,294,1055,93,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
835,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,12.157,356,00:05:36,1017.750,98.931,14.318,No,No,No,No,No
836,No,No,No,0.796,0.721,13,No,20,5,0,4,0,0,0,0,71,3,0,16,0,2,0,1,873,4,Inactive,35.500,15.832,74,0,0.500,Off,4.672,294
837,294,679,93,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
838,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,16.863,332,00:05:36,641.250,98.931,14.318,No,No,No,No,No,No,No,No,1.277
839,1.217,13,No,23,5.210,0,4,0,0,0,0,71,3,0,16,0,2,0,1,873,4,Inactive,36.500,16.418,74,0,0.500,Off,3.852,294,294,465,93,OK
840,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
841,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431,328,00:05:37,455.750,98.931,13.845,No,No,No,No,No,No,No,No,1.848,1.773,13,No,30
842,5.660,0,4,0,0,0,0,71,3,0,16,0,2,0,1,873,4,Inactive,37,17.258,74,0,0.500,Off,4.031,294,294,382,93,OK,OK,OK,OK,OK
843,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
844,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,23.922,304,00:05:37,372.250,98.931,13.048,No,No,No,No,No,No,No,No,2.870,2.734,14,No,39,7.340,0,4,0
845,0,0,0,71,3,0,16,0,2,0,1,873,4,Inactive,34.500,19.113,74,0,0.500,Off,6.227,294,294,499,94,OK,OK,OK,OK,OK,OK,OK,OK,OK
846,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
847,OK,OK,OK,OK,OK,OK,56,20,320,00:05:37,533,98.931,14.368,No,No,No,No,No,No,No,No,2.629,2.494,13,No,41,6.310,0,4,0,0,0,0,73
848,3,0,16,0,2,0,1,873,4,Inactive,33,17.824,74,0,0.500,Off,6.406,294,294,602,96,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
849,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
850,OK,OK,56,16.863,332,00:05:38,613.750,98.931,14.293,No,No,No,No,No,No,No,No,1.998,1.893,13,No,35,5.370,0,4,0,0,0,0,73,3,0,16,0
851,2,0,1,873,4,Inactive,19,16.555,74,0,0.500,Off,4.812,294,294,503,98,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
852,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.039
853,328,00:05:38,505,98.931,14.168,No,No,No,No,No,No,No,No,2.043,1.908,14,No,34,5.660,0,4,0,0,0,0,75,3,0,16,0,2,0,1,873
854,4,Inactive,30.500,17.258,74,0,0.500,Off,4.805,294,294,400,99,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
855,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,22.745,320,00:05:39,394.500,98.931
856,13.720,No,No,No,No,No,No,No,No,2.659,2.509,13,No,40,6.840,0,4,0,0,0,0,75,3,0,16,0,2,0,1,873,4,Inactive,31.500,18.684
857,74,0,0.500,Off,6.594,294,294,552,1,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
858,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,20,332,00:05:39,565.500,98.931,14.244,No,No,No
859,No,No,No,No,No,2.569,2.464,13,No,41,6.270,0,0,0,0,0,0,0,0,0,20,0,2,0,1,948,7,Inactive,29,17.980,82,0,0.500,Off
860,6.117,294,294,591,3,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
861,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.039,340,00:05:39,592,98.931,14.343,No,No,No,No,No,No,No
862,No,2.043,1.953,13,No,36,5.600,0,0,1,0,0,0,1,0,0,20,0,2,0,1,948,7,Inactive,23.500,17.258,82,0,1.047,Off,5.531,293,293,524
